activity,climate_zone,moisture_regime,property,value,unit
liquid-slurry-cover,temperate-cool,moist,abs_min,0.0,kg/kg
liquid-slurry-cover,temperate-cool,dry,abs_min,0.0,kg/kg
liquid-slurry-cover,boreal,moist,abs_min,0.0,kg/kg
liquid-slurry-cover,boreal,dry,abs_min,0.0,kg/kg
liquid-slurry-cover,temperate-warm,moist,abs_min,0.0,kg/kg
liquid-slurry-cover,temperate-warm,dry,abs_min,0.0,kg/kg
liquid-slurry-cover,tropical-montane,undefined,abs_min,0.0,kg/kg
liquid-slurry-cover,tropical,wet,abs_min,0.0,kg/kg
liquid-slurry-cover,tropical,moist,abs_min,0.0,kg/kg
liquid-slurry-cover,tropical,dry,abs_min,0.0,kg/kg
pit-short,temperate-cool,moist,abs_min,0.0,kg/kg
pit-short,temperate-cool,dry,abs_min,0.0,kg/kg
pit-short,boreal,moist,abs_min,0.0,kg/kg
pit-short,boreal,dry,abs_min,0.0,kg/kg
pit-short,temperate-warm,moist,abs_min,0.0,kg/kg
pit-short,temperate-warm,dry,abs_min,0.0,kg/kg
pit-short,tropical-montane,undefined,abs_min,0.0,kg/kg
pit-short,tropical,wet,abs_min,0.0,kg/kg
pit-short,tropical,moist,abs_min,0.0,kg/kg
pit-short,tropical,dry,abs_min,0.0,kg/kg
pit-long,temperate-cool,moist,abs_min,0.0,kg/kg
pit-long,temperate-cool,dry,abs_min,0.0,kg/kg
pit-long,boreal,moist,abs_min,0.0,kg/kg
pit-long,boreal,dry,abs_min,0.0,kg/kg
pit-long,temperate-warm,moist,abs_min,0.0,kg/kg
pit-long,temperate-warm,dry,abs_min,0.0,kg/kg
pit-long,tropical-montane,undefined,abs_min,0.0,kg/kg
pit-long,tropical,wet,abs_min,0.0,kg/kg
pit-long,tropical,moist,abs_min,0.0,kg/kg
pit-long,tropical,dry,abs_min,0.0,kg/kg
bedding-long,temperate-cool,moist,abs_min,0.0,kg/kg
bedding-long,temperate-cool,dry,abs_min,0.0,kg/kg
bedding-long,boreal,moist,abs_min,0.0,kg/kg
bedding-long,boreal,dry,abs_min,0.0,kg/kg
bedding-long,temperate-warm,moist,abs_min,0.0,kg/kg
bedding-long,temperate-warm,dry,abs_min,0.0,kg/kg
bedding-long,tropical-montane,undefined,abs_min,0.0,kg/kg
bedding-long,tropical,wet,abs_min,0.0,kg/kg
bedding-long,tropical,moist,abs_min,0.0,kg/kg
bedding-long,tropical,dry,abs_min,0.0,kg/kg
bedding-short,temperate-cool,moist,abs_min,0.0,kg/kg
bedding-short,temperate-cool,dry,abs_min,0.0,kg/kg
bedding-short,boreal,moist,abs_min,0.0,kg/kg
bedding-short,boreal,dry,abs_min,0.0,kg/kg
bedding-short,temperate-warm,moist,abs_min,0.0,kg/kg
bedding-short,temperate-warm,dry,abs_min,0.0,kg/kg
bedding-short,tropical-montane,undefined,abs_min,0.0,kg/kg
bedding-short,tropical,wet,abs_min,0.0,kg/kg
bedding-short,tropical,moist,abs_min,0.0,kg/kg
bedding-short,tropical,dry,abs_min,0.0,kg/kg
solid-storage,temperate-cool,moist,abs_min,0.0,kg/kg
solid-storage,temperate-cool,dry,abs_min,0.0,kg/kg
solid-storage,boreal,moist,abs_min,0.0,kg/kg
solid-storage,boreal,dry,abs_min,0.0,kg/kg
solid-storage,temperate-warm,moist,abs_min,0.0,kg/kg
solid-storage,temperate-warm,dry,abs_min,0.0,kg/kg
solid-storage,tropical-montane,undefined,abs_min,0.0,kg/kg
solid-storage,tropical,wet,abs_min,0.0,kg/kg
solid-storage,tropical,moist,abs_min,0.0,kg/kg
solid-storage,tropical,dry,abs_min,0.0,kg/kg
solid-storage-covered,temperate-cool,moist,abs_min,0.0,kg/kg
solid-storage-covered,temperate-cool,dry,abs_min,0.0,kg/kg
solid-storage-covered,boreal,moist,abs_min,0.0,kg/kg
solid-storage-covered,boreal,dry,abs_min,0.0,kg/kg
solid-storage-covered,temperate-warm,moist,abs_min,0.0,kg/kg
solid-storage-covered,temperate-warm,dry,abs_min,0.0,kg/kg
solid-storage-covered,tropical-montane,undefined,abs_min,0.0,kg/kg
solid-storage-covered,tropical,wet,abs_min,0.0,kg/kg
solid-storage-covered,tropical,moist,abs_min,0.0,kg/kg
solid-storage-covered,tropical,dry,abs_min,0.0,kg/kg
solid-storage-bulking,temperate-cool,moist,abs_min,0.0,kg/kg
solid-storage-bulking,temperate-cool,dry,abs_min,0.0,kg/kg
solid-storage-bulking,boreal,moist,abs_min,0.0,kg/kg
solid-storage-bulking,boreal,dry,abs_min,0.0,kg/kg
solid-storage-bulking,temperate-warm,moist,abs_min,0.0,kg/kg
solid-storage-bulking,temperate-warm,dry,abs_min,0.0,kg/kg
solid-storage-bulking,tropical-montane,undefined,abs_min,0.0,kg/kg
solid-storage-bulking,tropical,wet,abs_min,0.0,kg/kg
solid-storage-bulking,tropical,moist,abs_min,0.0,kg/kg
solid-storage-bulking,tropical,dry,abs_min,0.0,kg/kg
solid-storage-additive,temperate-cool,moist,abs_min,0.0,kg/kg
solid-storage-additive,temperate-cool,dry,abs_min,0.0,kg/kg
solid-storage-additive,boreal,moist,abs_min,0.0,kg/kg
solid-storage-additive,boreal,dry,abs_min,0.0,kg/kg
solid-storage-additive,temperate-warm,moist,abs_min,0.0,kg/kg
solid-storage-additive,temperate-warm,dry,abs_min,0.0,kg/kg
solid-storage-additive,tropical-montane,undefined,abs_min,0.0,kg/kg
solid-storage-additive,tropical,wet,abs_min,0.0,kg/kg
solid-storage-additive,tropical,moist,abs_min,0.0,kg/kg
solid-storage-additive,tropical,dry,abs_min,0.0,kg/kg
drylot,temperate-cool,moist,abs_min,0.0,kg/kg
drylot,temperate-cool,dry,abs_min,0.0,kg/kg
drylot,boreal,moist,abs_min,0.0,kg/kg
drylot,boreal,dry,abs_min,0.0,kg/kg
drylot,temperate-warm,moist,abs_min,0.0,kg/kg
drylot,temperate-warm,dry,abs_min,0.0,kg/kg
drylot,tropical-montane,undefined,abs_min,0.0,kg/kg
drylot,tropical,wet,abs_min,0.0,kg/kg
drylot,tropical,moist,abs_min,0.0,kg/kg
drylot,tropical,dry,abs_min,0.0,kg/kg
daily-spread,temperate-cool,moist,abs_min,0.0,kg/kg
daily-spread,temperate-cool,dry,abs_min,0.0,kg/kg
daily-spread,boreal,moist,abs_min,0.0,kg/kg
daily-spread,boreal,dry,abs_min,0.0,kg/kg
daily-spread,temperate-warm,moist,abs_min,0.0,kg/kg
daily-spread,temperate-warm,dry,abs_min,0.0,kg/kg
daily-spread,tropical-montane,undefined,abs_min,0.0,kg/kg
daily-spread,tropical,wet,abs_min,0.0,kg/kg
daily-spread,tropical,moist,abs_min,0.0,kg/kg
daily-spread,tropical,dry,abs_min,0.0,kg/kg
composting-vessel,temperate-cool,moist,abs_min,0.0,kg/kg
composting-vessel,temperate-cool,dry,abs_min,0.0,kg/kg
composting-vessel,boreal,moist,abs_min,0.0,kg/kg
composting-vessel,boreal,dry,abs_min,0.0,kg/kg
composting-vessel,temperate-warm,moist,abs_min,0.0,kg/kg
composting-vessel,temperate-warm,dry,abs_min,0.0,kg/kg
composting-vessel,tropical-montane,undefined,abs_min,0.0,kg/kg
composting-vessel,tropical,wet,abs_min,0.0,kg/kg
composting-vessel,tropical,moist,abs_min,0.0,kg/kg
composting-vessel,tropical,dry,abs_min,0.0,kg/kg
composting-pile,temperate-cool,moist,abs_min,0.0,kg/kg
composting-pile,temperate-cool,dry,abs_min,0.0,kg/kg
composting-pile,boreal,moist,abs_min,0.0,kg/kg
composting-pile,boreal,dry,abs_min,0.0,kg/kg
composting-pile,temperate-warm,moist,abs_min,0.0,kg/kg
composting-pile,temperate-warm,dry,abs_min,0.0,kg/kg
composting-pile,tropical-montane,undefined,abs_min,0.0,kg/kg
composting-pile,tropical,wet,abs_min,0.0,kg/kg
composting-pile,tropical,moist,abs_min,0.0,kg/kg
composting-pile,tropical,dry,abs_min,0.0,kg/kg
composting-intensive,temperate-cool,moist,abs_min,0.0,kg/kg
composting-intensive,temperate-cool,dry,abs_min,0.0,kg/kg
composting-intensive,boreal,moist,abs_min,0.0,kg/kg
composting-intensive,boreal,dry,abs_min,0.0,kg/kg
composting-intensive,temperate-warm,moist,abs_min,0.0,kg/kg
composting-intensive,temperate-warm,dry,abs_min,0.0,kg/kg
composting-intensive,tropical-montane,undefined,abs_min,0.0,kg/kg
composting-intensive,tropical,wet,abs_min,0.0,kg/kg
composting-intensive,tropical,moist,abs_min,0.0,kg/kg
composting-intensive,tropical,dry,abs_min,0.0,kg/kg
composting-passive,temperate-cool,moist,abs_min,0.0,kg/kg
composting-passive,temperate-cool,dry,abs_min,0.0,kg/kg
composting-passive,boreal,moist,abs_min,0.0,kg/kg
composting-passive,boreal,dry,abs_min,0.0,kg/kg
composting-passive,temperate-warm,moist,abs_min,0.0,kg/kg
composting-passive,temperate-warm,dry,abs_min,0.0,kg/kg
composting-passive,tropical-montane,undefined,abs_min,0.0,kg/kg
composting-passive,tropical,wet,abs_min,0.0,kg/kg
composting-passive,tropical,moist,abs_min,0.0,kg/kg
composting-passive,tropical,dry,abs_min,0.0,kg/kg
pasture,temperate-cool,moist,abs_min,0.0,kg/kg
pasture,temperate-cool,dry,abs_min,0.0,kg/kg
pasture,boreal,moist,abs_min,0.0,kg/kg
pasture,boreal,dry,abs_min,0.0,kg/kg
pasture,temperate-warm,moist,abs_min,0.0,kg/kg
pasture,temperate-warm,dry,abs_min,0.0,kg/kg
pasture,tropical-montane,undefined,abs_min,0.0,kg/kg
pasture,tropical,wet,abs_min,0.0,kg/kg
pasture,tropical,moist,abs_min,0.0,kg/kg
pasture,tropical,dry,abs_min,0.0,kg/kg
poultry-litter,temperate-cool,moist,abs_min,0.0,kg/kg
poultry-litter,temperate-cool,dry,abs_min,0.0,kg/kg
poultry-litter,boreal,moist,abs_min,0.0,kg/kg
poultry-litter,boreal,dry,abs_min,0.0,kg/kg
poultry-litter,temperate-warm,moist,abs_min,0.0,kg/kg
poultry-litter,temperate-warm,dry,abs_min,0.0,kg/kg
poultry-litter,tropical-montane,undefined,abs_min,0.0,kg/kg
poultry-litter,tropical,wet,abs_min,0.0,kg/kg
poultry-litter,tropical,moist,abs_min,0.0,kg/kg
poultry-litter,tropical,dry,abs_min,0.0,kg/kg
poultry-nolitter,temperate-cool,moist,abs_min,0.0,kg/kg
poultry-nolitter,temperate-cool,dry,abs_min,0.0,kg/kg
poultry-nolitter,boreal,moist,abs_min,0.0,kg/kg
poultry-nolitter,boreal,dry,abs_min,0.0,kg/kg
poultry-nolitter,temperate-warm,moist,abs_min,0.0,kg/kg
poultry-nolitter,temperate-warm,dry,abs_min,0.0,kg/kg
poultry-nolitter,tropical-montane,undefined,abs_min,0.0,kg/kg
poultry-nolitter,tropical,wet,abs_min,0.0,kg/kg
poultry-nolitter,tropical,moist,abs_min,0.0,kg/kg
poultry-nolitter,tropical,dry,abs_min,0.0,kg/kg
aerobic-natural,temperate-cool,moist,abs_min,0.0,kg/kg
aerobic-natural,temperate-cool,dry,abs_min,0.0,kg/kg
aerobic-natural,boreal,moist,abs_min,0.0,kg/kg
aerobic-natural,boreal,dry,abs_min,0.0,kg/kg
aerobic-natural,temperate-warm,moist,abs_min,0.0,kg/kg
aerobic-natural,temperate-warm,dry,abs_min,0.0,kg/kg
aerobic-natural,tropical-montane,undefined,abs_min,0.0,kg/kg
aerobic-natural,tropical,wet,abs_min,0.0,kg/kg
aerobic-natural,tropical,moist,abs_min,0.0,kg/kg
aerobic-natural,tropical,dry,abs_min,0.0,kg/kg
aerobic-forced,temperate-cool,moist,abs_min,0.0,kg/kg
aerobic-forced,temperate-cool,dry,abs_min,0.0,kg/kg
aerobic-forced,boreal,moist,abs_min,0.0,kg/kg
aerobic-forced,boreal,dry,abs_min,0.0,kg/kg
aerobic-forced,temperate-warm,moist,abs_min,0.0,kg/kg
aerobic-forced,temperate-warm,dry,abs_min,0.0,kg/kg
aerobic-forced,tropical-montane,undefined,abs_min,0.0,kg/kg
aerobic-forced,tropical,wet,abs_min,0.0,kg/kg
aerobic-forced,tropical,moist,abs_min,0.0,kg/kg
aerobic-forced,tropical,dry,abs_min,0.0,kg/kg
burned,temperate-cool,moist,abs_min,0.0,kg/kg
burned,temperate-cool,dry,abs_min,0.0,kg/kg
burned,boreal,moist,abs_min,0.0,kg/kg
burned,boreal,dry,abs_min,0.0,kg/kg
burned,temperate-warm,moist,abs_min,0.0,kg/kg
burned,temperate-warm,dry,abs_min,0.0,kg/kg
burned,tropical-montane,undefined,abs_min,0.0,kg/kg
burned,tropical,wet,abs_min,0.0,kg/kg
burned,tropical,moist,abs_min,0.0,kg/kg
burned,tropical,dry,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,temperate-cool,moist,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,temperate-cool,dry,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,boreal,moist,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,boreal,dry,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,temperate-warm,moist,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,temperate-warm,dry,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,tropical-montane,undefined,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,tropical,wet,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,tropical,moist,abs_min,0.0,kg/kg
digester-lowleak-highgastight-besttech,tropical,dry,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,temperate-cool,moist,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,temperate-cool,dry,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,boreal,moist,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,boreal,dry,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,temperate-warm,moist,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,temperate-warm,dry,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,tropical-montane,undefined,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,tropical,wet,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,tropical,moist,abs_min,0.0,kg/kg
digester-lowleak-lowgastight-hightech,tropical,dry,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,temperate-cool,moist,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,temperate-cool,dry,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,boreal,moist,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,boreal,dry,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,temperate-warm,moist,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,temperate-warm,dry,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,tropical-montane,undefined,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,tropical,wet,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,tropical,moist,abs_min,0.0,kg/kg
digester-lowleak-openstorage-hightech,tropical,dry,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,temperate-cool,moist,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,temperate-cool,dry,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,boreal,moist,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,boreal,dry,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,temperate-warm,moist,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,temperate-warm,dry,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,tropical-montane,undefined,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,tropical,wet,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,tropical,moist,abs_min,0.0,kg/kg
digester-highleak-highgastight-lowtech,tropical,dry,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,temperate-cool,moist,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,temperate-cool,dry,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,boreal,moist,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,boreal,dry,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,temperate-warm,moist,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,temperate-warm,dry,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,tropical-montane,undefined,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,tropical,wet,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,tropical,moist,abs_min,0.0,kg/kg
digester-highleak-lowgastight-lowtech,tropical,dry,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,temperate-cool,moist,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,temperate-cool,dry,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,boreal,moist,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,boreal,dry,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,temperate-warm,moist,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,temperate-warm,dry,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,tropical-montane,undefined,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,tropical,wet,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,tropical,moist,abs_min,0.0,kg/kg
digester-highleak-openstorage-lowtech,tropical,dry,abs_min,0.0,kg/kg
lagoon,temperate-cool,moist,abs_max,1.0,kg/kg
lagoon,temperate-cool,dry,abs_max,1.0,kg/kg
lagoon,boreal,moist,abs_max,1.0,kg/kg
lagoon,boreal,dry,abs_max,1.0,kg/kg
lagoon,temperate-warm,moist,abs_max,1.0,kg/kg
lagoon,temperate-warm,dry,abs_max,1.0,kg/kg
lagoon,tropical-montane,undefined,abs_max,1.0,kg/kg
lagoon,tropical,wet,abs_max,1.0,kg/kg
lagoon,tropical,moist,abs_max,1.0,kg/kg
lagoon,tropical,dry,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,temperate-cool,moist,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,temperate-cool,dry,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,boreal,moist,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,boreal,dry,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,temperate-warm,moist,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,temperate-warm,dry,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,tropical-montane,undefined,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,tropical,wet,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,tropical,moist,abs_max,1.0,kg/kg
liquid-slurry-naturalcover,tropical,dry,abs_max,1.0,kg/kg
liquid-slurry-nocover,temperate-cool,moist,abs_max,1.0,kg/kg
liquid-slurry-nocover,temperate-cool,dry,abs_max,1.0,kg/kg
liquid-slurry-nocover,boreal,moist,abs_max,1.0,kg/kg
liquid-slurry-nocover,boreal,dry,abs_max,1.0,kg/kg
liquid-slurry-nocover,temperate-warm,moist,abs_max,1.0,kg/kg
liquid-slurry-nocover,temperate-warm,dry,abs_max,1.0,kg/kg
liquid-slurry-nocover,tropical-montane,undefined,abs_max,1.0,kg/kg
liquid-slurry-nocover,tropical,wet,abs_max,1.0,kg/kg
liquid-slurry-nocover,tropical,moist,abs_max,1.0,kg/kg
liquid-slurry-nocover,tropical,dry,abs_max,1.0,kg/kg
liquid-slurry-cover,temperate-cool,moist,abs_max,1.0,kg/kg
liquid-slurry-cover,temperate-cool,dry,abs_max,1.0,kg/kg
liquid-slurry-cover,boreal,moist,abs_max,1.0,kg/kg
liquid-slurry-cover,boreal,dry,abs_max,1.0,kg/kg
liquid-slurry-cover,temperate-warm,moist,abs_max,1.0,kg/kg
liquid-slurry-cover,temperate-warm,dry,abs_max,1.0,kg/kg
liquid-slurry-cover,tropical-montane,undefined,abs_max,1.0,kg/kg
liquid-slurry-cover,tropical,wet,abs_max,1.0,kg/kg
liquid-slurry-cover,tropical,moist,abs_max,1.0,kg/kg
liquid-slurry-cover,tropical,dry,abs_max,1.0,kg/kg
pit-short,temperate-cool,moist,abs_max,1.0,kg/kg
pit-short,temperate-cool,dry,abs_max,1.0,kg/kg
pit-short,boreal,moist,abs_max,1.0,kg/kg
pit-short,boreal,dry,abs_max,1.0,kg/kg
pit-short,temperate-warm,moist,abs_max,1.0,kg/kg
pit-short,temperate-warm,dry,abs_max,1.0,kg/kg
pit-short,tropical-montane,undefined,abs_max,1.0,kg/kg
pit-short,tropical,wet,abs_max,1.0,kg/kg
pit-short,tropical,moist,abs_max,1.0,kg/kg
pit-short,tropical,dry,abs_max,1.0,kg/kg
pit-long,temperate-cool,moist,abs_max,1.0,kg/kg
pit-long,temperate-cool,dry,abs_max,1.0,kg/kg
pit-long,boreal,moist,abs_max,1.0,kg/kg
pit-long,boreal,dry,abs_max,1.0,kg/kg
pit-long,temperate-warm,moist,abs_max,1.0,kg/kg
pit-long,temperate-warm,dry,abs_max,1.0,kg/kg
pit-long,tropical-montane,undefined,abs_max,1.0,kg/kg
pit-long,tropical,wet,abs_max,1.0,kg/kg
pit-long,tropical,moist,abs_max,1.0,kg/kg
pit-long,tropical,dry,abs_max,1.0,kg/kg
bedding-long,temperate-cool,moist,abs_max,1.0,kg/kg
bedding-long,temperate-cool,dry,abs_max,1.0,kg/kg
bedding-long,boreal,moist,abs_max,1.0,kg/kg
bedding-long,boreal,dry,abs_max,1.0,kg/kg
bedding-long,temperate-warm,moist,abs_max,1.0,kg/kg
bedding-long,temperate-warm,dry,abs_max,1.0,kg/kg
bedding-long,tropical-montane,undefined,abs_max,1.0,kg/kg
bedding-long,tropical,wet,abs_max,1.0,kg/kg
bedding-long,tropical,moist,abs_max,1.0,kg/kg
bedding-long,tropical,dry,abs_max,1.0,kg/kg
bedding-short,temperate-cool,moist,abs_max,1.0,kg/kg
bedding-short,temperate-cool,dry,abs_max,1.0,kg/kg
bedding-short,boreal,moist,abs_max,1.0,kg/kg
bedding-short,boreal,dry,abs_max,1.0,kg/kg
bedding-short,temperate-warm,moist,abs_max,1.0,kg/kg
bedding-short,temperate-warm,dry,abs_max,1.0,kg/kg
bedding-short,tropical-montane,undefined,abs_max,1.0,kg/kg
bedding-short,tropical,wet,abs_max,1.0,kg/kg
bedding-short,tropical,moist,abs_max,1.0,kg/kg
bedding-short,tropical,dry,abs_max,1.0,kg/kg
solid-storage,temperate-cool,moist,abs_max,1.0,kg/kg
solid-storage,temperate-cool,dry,abs_max,1.0,kg/kg
solid-storage,boreal,moist,abs_max,1.0,kg/kg
solid-storage,boreal,dry,abs_max,1.0,kg/kg
solid-storage,temperate-warm,moist,abs_max,1.0,kg/kg
solid-storage,temperate-warm,dry,abs_max,1.0,kg/kg
solid-storage,tropical-montane,undefined,abs_max,1.0,kg/kg
solid-storage,tropical,wet,abs_max,1.0,kg/kg
solid-storage,tropical,moist,abs_max,1.0,kg/kg
solid-storage,tropical,dry,abs_max,1.0,kg/kg
solid-storage-covered,temperate-cool,moist,abs_max,1.0,kg/kg
solid-storage-covered,temperate-cool,dry,abs_max,1.0,kg/kg
solid-storage-covered,boreal,moist,abs_max,1.0,kg/kg
solid-storage-covered,boreal,dry,abs_max,1.0,kg/kg
solid-storage-covered,temperate-warm,moist,abs_max,1.0,kg/kg
solid-storage-covered,temperate-warm,dry,abs_max,1.0,kg/kg
solid-storage-covered,tropical-montane,undefined,abs_max,1.0,kg/kg
solid-storage-covered,tropical,wet,abs_max,1.0,kg/kg
solid-storage-covered,tropical,moist,abs_max,1.0,kg/kg
solid-storage-covered,tropical,dry,abs_max,1.0,kg/kg
solid-storage-bulking,temperate-cool,moist,abs_max,1.0,kg/kg
solid-storage-bulking,temperate-cool,dry,abs_max,1.0,kg/kg
solid-storage-bulking,boreal,moist,abs_max,1.0,kg/kg
solid-storage-bulking,boreal,dry,abs_max,1.0,kg/kg
solid-storage-bulking,temperate-warm,moist,abs_max,1.0,kg/kg
solid-storage-bulking,temperate-warm,dry,abs_max,1.0,kg/kg
solid-storage-bulking,tropical-montane,undefined,abs_max,1.0,kg/kg
solid-storage-bulking,tropical,wet,abs_max,1.0,kg/kg
solid-storage-bulking,tropical,moist,abs_max,1.0,kg/kg
solid-storage-bulking,tropical,dry,abs_max,1.0,kg/kg
solid-storage-additive,temperate-cool,moist,abs_max,1.0,kg/kg
solid-storage-additive,temperate-cool,dry,abs_max,1.0,kg/kg
solid-storage-additive,boreal,moist,abs_max,1.0,kg/kg
solid-storage-additive,boreal,dry,abs_max,1.0,kg/kg
solid-storage-additive,temperate-warm,moist,abs_max,1.0,kg/kg
solid-storage-additive,temperate-warm,dry,abs_max,1.0,kg/kg
solid-storage-additive,tropical-montane,undefined,abs_max,1.0,kg/kg
solid-storage-additive,tropical,wet,abs_max,1.0,kg/kg
solid-storage-additive,tropical,moist,abs_max,1.0,kg/kg
solid-storage-additive,tropical,dry,abs_max,1.0,kg/kg
drylot,temperate-cool,moist,abs_max,1.0,kg/kg
drylot,temperate-cool,dry,abs_max,1.0,kg/kg
drylot,boreal,moist,abs_max,1.0,kg/kg
drylot,boreal,dry,abs_max,1.0,kg/kg
drylot,temperate-warm,moist,abs_max,1.0,kg/kg
drylot,temperate-warm,dry,abs_max,1.0,kg/kg
drylot,tropical-montane,undefined,abs_max,1.0,kg/kg
drylot,tropical,wet,abs_max,1.0,kg/kg
drylot,tropical,moist,abs_max,1.0,kg/kg
drylot,tropical,dry,abs_max,1.0,kg/kg
daily-spread,temperate-cool,moist,abs_max,1.0,kg/kg
daily-spread,temperate-cool,dry,abs_max,1.0,kg/kg
daily-spread,boreal,moist,abs_max,1.0,kg/kg
daily-spread,boreal,dry,abs_max,1.0,kg/kg
daily-spread,temperate-warm,moist,abs_max,1.0,kg/kg
daily-spread,temperate-warm,dry,abs_max,1.0,kg/kg
daily-spread,tropical-montane,undefined,abs_max,1.0,kg/kg
daily-spread,tropical,wet,abs_max,1.0,kg/kg
daily-spread,tropical,moist,abs_max,1.0,kg/kg
daily-spread,tropical,dry,abs_max,1.0,kg/kg
composting-vessel,temperate-cool,moist,abs_max,1.0,kg/kg
composting-vessel,temperate-cool,dry,abs_max,1.0,kg/kg
composting-vessel,boreal,moist,abs_max,1.0,kg/kg
composting-vessel,boreal,dry,abs_max,1.0,kg/kg
composting-vessel,temperate-warm,moist,abs_max,1.0,kg/kg
composting-vessel,temperate-warm,dry,abs_max,1.0,kg/kg
composting-vessel,tropical-montane,undefined,abs_max,1.0,kg/kg
composting-vessel,tropical,wet,abs_max,1.0,kg/kg
composting-vessel,tropical,moist,abs_max,1.0,kg/kg
composting-vessel,tropical,dry,abs_max,1.0,kg/kg
composting-pile,temperate-cool,moist,abs_max,1.0,kg/kg
composting-pile,temperate-cool,dry,abs_max,1.0,kg/kg
composting-pile,boreal,moist,abs_max,1.0,kg/kg
composting-pile,boreal,dry,abs_max,1.0,kg/kg
composting-pile,temperate-warm,moist,abs_max,1.0,kg/kg
composting-pile,temperate-warm,dry,abs_max,1.0,kg/kg
composting-pile,tropical-montane,undefined,abs_max,1.0,kg/kg
composting-pile,tropical,wet,abs_max,1.0,kg/kg
composting-pile,tropical,moist,abs_max,1.0,kg/kg
composting-pile,tropical,dry,abs_max,1.0,kg/kg
composting-intensive,temperate-cool,moist,abs_max,1.0,kg/kg
composting-intensive,temperate-cool,dry,abs_max,1.0,kg/kg
composting-intensive,boreal,moist,abs_max,1.0,kg/kg
composting-intensive,boreal,dry,abs_max,1.0,kg/kg
composting-intensive,temperate-warm,moist,abs_max,1.0,kg/kg
